transaction_id,customer_id,transaction_datetime,transaction_amount,merchant_id,merchant_category,merchant_country,merchant_name,is_fraudulent
47e707f5-86bd-42f0-b402-696b57b73963,fb723afb-9b38-4569-8017-d5320fd1a75f,2023-03-07 17:43:58,3768.9524092166225,1b3854ac-1f43-473a-9d96-584eb8fd4689,Corporate treasurer,Greece,Wright-Gomez,0
ba4be4a3-3764-48c4-86d3-dc46b9610aa6,c538f352-253d-4730-8c0f-232f96c26312,2023-03-24 09:04:23,2905.0350541562243,2aa350ea-eff7-46b4-9b29-0511f2aa37ab,Information systems manager,Ukraine,Harvey Ltd,0
19e71b8f-dc3c-411f-885a-bb959a9811f6,994ec208-ce6c-4e55-8752-df0043b3e929,2023-03-23 02:00:11,8882.433518994367,1ad66b3e-3805-4bd9-b971-87c55c64b9ca,Actuary,Uzbekistan,Brown Inc,0
f47697a3-6690-4c0f-853e-c5552c882044,42e581f0-1e89-4201-a89e-ec2a59ed70ce,2023-03-01 22:06:47,1334.8997328035962,4500049e-cbce-406a-9110-51ab8706ae4d,Quarry manager,Egypt,"Brown, Scott and Miller",0
b07ff80e-a513-4b4a-b48e-af270f0613d5,afa847f5-b625-45c0-ac11-c5a547a82ac2,2023-03-02 10:23:15,6191.576424579306,8fcd53f2-6c75-4120-8168-7721b40d10c8,Energy manager,South Africa,"Lowe, Pearson and Wright",0
62c91ffd-751c-4a6b-b43a-0b8364e12824,3b4cb585-b939-4449-a149-1548ce2b47e6,2023-03-07 09:52:21,8322.616345032124,ac507a4a-d221-4abb-b00e-2dcc25813edf,Mudlogger,Angola,Harris Inc,0
60d13525-0ebc-48a1-84ee-8bba90d8888e,b91ebd99-0ab0-4c8e-913d-e1efeeb613c7,2023-03-18 14:29:03,4833.69208121497,abe2bf32-9577-44e0-a13d-801af8a2d34e,Stage manager,Djibouti,Carson-Cook,0
ef4b0ad9-10ce-4fb2-b442-700210c7e07e,d86b04ca-a415-4b90-9ce7-4525f020c9ff,2023-03-11 21:28:25,5456.74428653468,ddfc5994-50e7-4ce2-b2ef-99139433ec37,Emergency planning/management officer,Dominican Republic,"Thomas, Phillips and Robinson",0
25dfe8f5-06dc-4cd6-bbaa-71c7049af9e5,50f645dd-8f7b-495b-9a51-c094edbd1612,2023-03-15 14:54:39,4024.5808869668654,1c7a177b-4d39-4d8c-93f6-30e6e1562dc1,Quantity surveyor,Bhutan,Mills-Anderson,0
877954f1-589b-43ed-b940-af4774a79f79,e41feadd-9f48-49eb-aebc-a3501b452e7c,2023-03-10 15:44:55,5793.120781021343,6b4ed165-f070-4467-9f31-063a8bafc0a3,Politician's assistant,Croatia,"Morris, Anderson and Bush",0
fe17ac28-3d68-4b4b-a8c5-a7a6f18c96c9,d6a08e4b-e452-4853-999f-ba66f5a84df1,2023-03-05 04:36:50,8370.469822255578,969d10f6-7d1d-4457-adf8-28d79b398e9f,Financial trader,Andorra,Murillo-Harris,0
ea9bcbe7-ac5d-4941-9ede-ca475dc95ec3,fdd2252e-836b-4dd7-bb3a-515625c333ac,2023-03-23 02:43:21,7790.955754323345,99c7b021-aabe-473b-9adc-5733459b2093,"Administrator, local government",Gambia,"Manning, Cox and Hale",0
ac62ce52-28b1-41e1-b257-91e220ae8f04,de329e2b-8bd7-4403-bb9d-b43e2aca119c,2023-03-13 17:42:45,515.7738554598245,4279dcdb-1d47-4f45-86b4-7f65fea55a32,Tax inspector,Niue,Sanders-Harper,0
574c3ed6-3489-49ee-896e-b9b1b4e76698,e013bb21-a736-42c0-b784-6ee98c4ce53c,2023-03-14 16:05:08,6547.217405586538,76dcd4ee-cb50-48ae-8218-14891d54e075,Wellsite geologist,Sweden,"Thomas, Garcia and Hunter",0
8071a624-a6e1-4c05-bc58-49e07c9b8fa7,f0f600d4-5996-4f25-b1e5-d2ef248f2fb8,2023-03-14 09:38:23,9669.970133581393,518e1dfb-5fa6-4dbc-a9a6-02f3964f2e6b,"Psychotherapist, dance movement",Wallis and Futuna,Mccormick Ltd,0
a82fd80a-4aa7-46cb-91ec-12b39ed6d75d,b1ec2d27-94bd-4b82-aa7a-c249de9bb268,2023-03-21 09:06:22,5336.330353868543,79d1688e-fa35-4ff7-9cab-e828126bef53,Animator,Peru,Jackson Inc,0
f0f1cad0-4a75-441e-99ea-e1241b3becc5,20fc679d-8e31-4877-b088-9b839ba1c458,2023-03-03 00:02:00,4198.863697158815,40c41dda-94e8-4097-b18e-a062fa99d4b3,Product manager,Mongolia,Mccarthy Group,0
52ee7058-b8e4-4401-8e70-0d365253f4f8,3e915efb-c74e-4e6b-ba48-043a30ed11e1,2023-03-21 02:22:53,1579.077573057428,7dd17126-6d02-46e1-a972-43697e23fba3,Exercise physiologist,Peru,Miles Group,0
3e78f4c4-160b-44e5-b1c8-fa8a3725de70,dd4fbf19-7274-48db-8cb8-896845ae0360,2023-03-23 02:58:00,996.0790868808556,709dc2f9-ebe0-4398-b643-221b11a9637f,"Surveyor, commercial/residential",Mexico,Cooper-Peck,0
7622f7b4-7541-40bd-ab16-a441e281f2cb,ecc02787-fe8c-41bc-83e6-5c4ce7248446,2023-03-01 19:51:10,2391.766697632629,f53ffa73-744a-4e0a-a2e5-bdd4ea7a3c59,"Engineer, automotive",Saint Barthelemy,"Kennedy, Benson and Rose",0
49e0a2dd-0584-41d5-91c1-11f0a45afd3e,3047f811-fc79-412d-b24c-24f7afd4ce19,2023-03-07 12:46:46,9507.639472352432,1d05e513-44aa-4a24-b979-52caebb55a2d,Visual merchandiser,Uruguay,Rodriguez-Sanchez,0
558432e6-8398-47d2-93d0-5775369afb5c,d9a9b3e8-08b1-41b0-aadc-a2f5b516f898,2023-03-21 16:56:58,8827.885393741073,c8f329c7-f230-4754-8220-ba97cdff2c9e,Financial trader,Greece,"Lewis, Weeks and Luna",0
f38ce24e-affc-46f9-8818-9e3260d0460c,d545e75d-035b-4156-9d94-22b761fa31a0,2023-03-03 09:19:14,9872.309973372856,e5f94e2f-29d6-40bb-a562-4776ff3481e4,"Geologist, engineering",Trinidad and Tobago,"Dunn, Aguilar and Drake",0
a2bcfa3e-d0fa-4e7f-8a47-0ceeff0e2ae0,78e29dba-8bac-467f-9c54-8e3da9266c5d,2023-03-22 08:47:08,8905.359945017877,2099376d-9c7d-4fdd-a8b6-b2f7b3ff3bf2,Administrator,Paraguay,"Sanders, Harmon and Tucker",0
482d4174-eabf-474f-9960-bf83141fc974,d6f63c39-d9d4-4b1c-a852-78e4d0ff371e,2023-03-26 22:11:41,6108.89388217788,76f0b364-97ed-4b4e-bbeb-7fcbf51a9e32,Chemical engineer,Samoa,"Woods, Reilly and Hurley",0
dc6c793b-1b2f-4a30-88e7-1bbbe5091aef,f1f30f65-c7e2-4369-a288-0ee2b6e95d20,2023-03-17 07:02:15,4140.7959464025025,be1bb69d-1dd5-4530-b3c8-014b5902eb47,"Chemist, analytical",Saint Kitts and Nevis,Palmer Group,0
73f7b15f-36e7-45a2-874d-5752edd7a482,65e981fd-78df-4e4b-9687-03d9219eceb6,2023-03-13 08:24:43,3592.446842597378,21cb038e-c764-4e77-b800-806685f1e7f8,"Engineer, structural",Antigua and Barbuda,"Osborne, Gilbert and Tyler",0
c706ddb9-ee2c-4b65-91eb-d5366ace09c6,ab79f6f7-175f-4eba-8ac8-4384d838fa1d,2023-03-16 20:11:38,3850.2401460467063,2f39228a-d66a-455f-a61f-a3e97e602e85,IT sales professional,San Marino,Wolf-Cantrell,0
1f3dbfda-08f6-405b-845f-216c3aaa469f,30a7a16a-23cb-45c7-9e8a-76ed2f3f0c43,2023-03-04 18:36:38,1464.4764130487952,5721ed6d-2453-42d3-a137-4e56dca493d0,"Pharmacist, hospital",Togo,Jones-Butler,0
ccf3aa22-fb4a-47e3-bc24-4fc693ccc1ae,f68c938e-8645-4e41-8cd4-5d7706cc4247,2023-03-01 14:25:07,2945.429184387123,0780d535-84b8-4d5a-97f3-e6f400306278,Prison officer,Netherlands,Lewis-Evans,0
20011ebc-1cd2-4f3b-aadf-641c72cb10c6,53ea81fc-26c3-41e5-951f-7cb18d48ffcf,2023-03-16 03:44:03,5771.780838509848,6793ec68-4755-4423-9f90-25791eabd351,General practice doctor,Tonga,"Andrade, Christian and Parker",0
fe7a12a3-e1bc-407d-938b-4e1e5391e146,c353306f-e161-4477-86e7-1ac9f6ea6b1a,2023-03-14 23:38:23,6750.571112371197,40a940e3-df39-4dfe-a63a-a089ca037f77,Chief of Staff,Moldova,Hunt-Bradley,0
0b3d3056-bdd1-4a40-b603-866cfa132183,1418dc8b-1966-40e5-9837-e0eb116e6e2f,2023-03-22 12:27:16,1615.5163074906254,89bc104e-31db-4b68-b2d3-e3316e5eb7d4,Food technologist,Germany,Freeman Inc,0
d4be1500-1f83-4a80-80e6-866894f4777f,9b5a5dec-191b-4bd3-abaa-8724fb3fddad,2023-03-11 04:49:57,3693.8884191159773,899912eb-a49c-4806-9b3f-c3b572f66a7d,"Conservator, museum/gallery",Niger,Martinez-Martin,0
62065e9d-6f25-4be4-8b4b-668364a202ff,df3970e6-cc9e-4ef7-8d78-22055ede52ad,2023-03-27 19:21:08,3302.972076698939,75a53bd6-b688-4859-bf94-b224210997d9,"Designer, jewellery",Lebanon,"Eaton, Hernandez and Walker",0
caae1792-4795-4adf-b24e-0d1b86c80afd,6e3595d8-11b8-4b4d-a0d9-a0357431607c,2023-03-10 07:20:28,6278.182308605686,61879b0b-c3f7-4563-8920-bd36528d9eb2,Financial adviser,Latvia,Elliott Inc,0
f1e5d2f3-4b94-4450-910c-882108b6405f,ffde6ab7-a840-47bc-9fbf-d02c88d5fcfe,2023-03-16 03:47:54,8863.751333614393,f6883cda-9d5c-4ba1-a4eb-b0c09b41a6e0,IT trainer,Bahrain,"Owen, Grimes and Oliver",0
a5b38098-d4b2-42b4-874c-df41846792cf,f051badb-c0fc-4894-ba62-9a3652a7d02d,2023-03-14 22:31:45,2593.0078253262413,e4724826-fc04-4ca7-979d-3308d6950f20,"Engineer, electronics",British Virgin Islands,Gomez-Martinez,0
7d2d08fe-f76e-416d-8640-59079d3e8b5a,4dc2a7fd-83e6-40e4-8922-672251893722,2023-03-09 21:07:29,1183.2334255612232,ab455445-f327-4635-be24-f91ea0779c76,"Horticulturist, amenity",Cook Islands,Martin Inc,0
56d4f318-e1f5-4862-ad5c-da930ecbd2ea,17399081-778a-43a1-a328-81289fdc543d,2023-03-19 07:21:15,2867.140030803583,5a47cb1f-1dc9-4e1f-84ad-8bc4143ef8d5,Politician's assistant,Czech Republic,"Harrison, Willis and Campbell",0
9802bf71-edf2-4697-8ab7-c665b9430a4a,98b20dd6-ddc9-448a-a8e0-c53ecf52f0de,2023-03-17 01:28:49,6438.614596851201,23351f8d-c3de-4dcf-92cc-8763ab61f9b1,Midwife,Guadeloupe,Lee PLC,0
35eee9cf-1cdd-4987-a149-987e5259d24a,9ccd2914-f3d5-46f9-b7e9-a045ac6d86fb,2023-03-14 01:42:05,3400.0695246905034,60c7cdf5-ac14-47c6-a74d-7fed8f14e557,Visual merchandiser,American Samoa,Jackson-Webb,0
f9c6eff9-3e7b-4ab6-80d6-515fb925e443,6beb6f2f-cd7a-4e98-a9b5-e7cc9851b25e,2023-03-22 10:52:04,9246.281104109828,f221d2b9-5c01-4e7e-933a-6fc1d13edaf8,"Horticulturist, commercial",Taiwan,Gill Group,0
9254b4ed-b8d2-4185-a90b-61f1a1cb8753,703aed09-4374-4146-be21-c005513dfce7,2023-03-05 11:37:09,5021.914152928496,6b8d38f4-d46f-4a69-9a8f-d20bcaf1d89b,"Scientist, marine",Greece,"Montgomery, Morris and Pruitt",0
ea5bc296-08c8-4d91-a91a-0c60e777962c,5e8dc8e8-b33f-4807-92c5-f01317cc7366,2023-03-08 04:10:41,1120.4665068815734,b6efad07-1406-4774-b4ad-43c69326a646,Teaching laboratory technician,Guinea-Bissau,"Fleming, Malone and Savage",0
8e14f6a0-205a-4402-9c4f-81fc897f1bf9,8e5b5a97-8b82-4e73-9cf0-270e347d03c7,2023-03-26 21:07:07,8176.074556542867,6033e812-2f89-4124-8496-6d004308cc90,Video editor,United States of America,Olson Group,0
79b1a024-a9d8-4491-8ded-485641b3dade,c9258b0a-5f4c-4401-a5f3-ef54da0e4c92,2023-03-22 17:14:25,5878.570072079749,2427dee6-5343-4d05-9b7e-ccc9423935e7,Financial adviser,Korea,Baldwin-Gomez,0
23fbbc7d-9a0b-4af1-8f0f-bebe90002e04,8290faad-c526-43e2-8be9-f7913f452c9d,2023-03-09 14:03:06,1062.6467815472706,a1ae2f34-c418-4d1f-923b-10fbedff0d60,Land/geomatics surveyor,Guam,Brady-Baker,0
282a6ec8-8f39-4fb3-841c-29f6cda405a2,f0db2ff8-ad36-4f74-a867-2436b4f71f83,2023-03-11 21:55:31,3117.170606976629,bc9000cb-5693-4a60-8ebd-9e0c73d5970a,"Pharmacist, hospital",Greenland,Lee-Savage,0
a2f02d1a-524b-43ad-a1ec-8e4a95b6e60b,09d62dc6-d606-46c0-84bf-c5c30b92172e,2023-03-13 20:24:50,1086.399080945445,3e933046-7c15-4e15-bc90-8f100678334f,"Conservation officer, nature",Libyan Arab Jamahiriya,Aguilar-Garcia,0
adc4065c-d8f8-46e2-9498-acfb479d198c,3e2a6ad6-f035-4eee-8657-94edf91054d2,2023-03-24 22:33:22,9696.035814306424,74fac148-3e6a-4834-870c-f2959ee57020,Equities trader,Korea,Harris-Hunt,0
84647360-198c-40a2-8bda-9b86656502a4,c2d9bc13-3145-46e6-ab6f-0da60e79e876,2023-03-06 08:27:03,2158.6778083984127,dc7d33b1-0722-4fb2-b23b-798b2dc41787,Facilities manager,Antarctica (the territory South of 60 deg S),Guerrero Inc,0
be357ec8-fcf8-4d0b-a90f-036cac429447,50ed08ec-df34-4368-9911-4d8625fa72fd,2023-03-24 11:30:40,9943.995827301263,18362790-a399-4163-824c-c62c64ddf0f9,Camera operator,Egypt,Johnson Ltd,0
9aabb6d5-3cfd-4e69-8619-33aee492325d,841dac22-db0e-4c24-9a62-d9fe5aae5f07,2023-03-25 22:40:16,5257.148370824311,8469b029-d260-4a06-a31e-5980720e3878,Retail banker,Congo,Torres-Wilson,0
afda6675-8371-46f3-8440-f9ff56aaaf15,74b18cc8-3646-4e30-807a-b4a0682f60c2,2023-03-12 19:14:43,4318.277866625795,ab298878-e16c-4de2-a059-3ae381434566,Podiatrist,Brunei Darussalam,Drake Group,0
b3c53824-fe1e-4308-8b99-258538d8783b,6dfdfe9b-8d68-4b42-b2e1-9fb03454852b,2023-03-09 15:40:32,7397.556378656293,4fb2516a-0ad6-4a17-a112-f45c5aaf66a6,"Editor, commissioning",Reunion,Dyer-Weaver,0
93fd583d-662e-49a4-bdf9-e9471e0384ff,704fbde6-61f0-4e6f-8e2f-3a756c7bfb68,2023-03-10 05:14:14,3396.3132960029784,a88644ef-c6dc-4439-a960-ec126af1bb49,Research scientist (medical),Australia,Cole Inc,0
02940f8d-47bd-4b9a-88bc-86f3498b844d,0d48a308-75b2-4cbe-b57a-74a7a5d3087c,2023-03-12 23:32:34,7360.84615789665,6cad896b-b33a-4bb5-9e33-f6855626eda6,"Education officer, museum",Armenia,Thomas-Hammond,0
c6030c59-4952-4dbf-9d70-1cd06c59ec68,b041ecc6-86f7-4993-b3b1-8007a2dde466,2023-03-01 04:31:59,342.61171496439033,de4577f0-426b-4c73-bda7-d066d5c54ef6,Arboriculturist,Azerbaijan,"Sanchez, Ray and Castillo",0
8c44edca-99cc-4e07-bb1c-c07d5c7cb472,b25df904-27cb-4bdd-b090-442c3cbd4e74,2023-03-25 13:53:40,2295.174734840916,51674fe6-47e0-40f9-9a31-fd806abfc439,Land/geomatics surveyor,Pitcairn Islands,Leonard-Santiago,0
720540af-61f9-4d03-b6ed-95509b2436a4,c35408f1-e649-4991-bc93-6ea7d2b1efb0,2023-03-26 21:24:04,8292.975032300285,066854e7-73b9-4d03-8bf8-d311198fc688,"Editor, film/video",Gambia,"Aguilar, Williams and Browning",0
e28dc9d4-e979-480b-b971-054c65429c62,c10fa2de-e675-4793-b01d-c19827482010,2023-03-13 12:02:29,2021.0734328547198,9a757586-351d-4d0d-83d9-7a8f97be587e,Dietitian,Czech Republic,"Grimes, Terry and Hoffman",0
5943dd82-5418-4eb2-a736-8ae9a150dbaf,f0a2e5a4-1b37-44ac-b2e5-c56702c9a05e,2023-03-10 23:01:48,7234.289549958612,b9ad2116-de01-47a2-9dde-0dc16d8ade58,Press sub,Saint Vincent and the Grenadines,"Johnson, James and Baker",0
79b871c3-8ecc-4ca0-91b3-a5c40f294439,d8b6c6ed-c2b0-4603-8db1-de9dd68d0715,2023-03-22 00:09:58,6971.348662256011,e67b327f-dfe7-4c3a-9308-9c1a65e95f47,Land/geomatics surveyor,Trinidad and Tobago,"Johnson, Banks and Oneill",0
17fd129e-82ea-4f0e-838b-686dfe1bfaa0,1b8ab46a-4853-4a6c-bbee-0806afbe449e,2023-03-05 18:43:59,9717.512186593616,5e5e97d5-caea-4a6a-8c5b-fa7397bdb201,Television camera operator,Mayotte,Thompson-Fowler,0
866a7180-04f3-44ba-a6ed-f483eef6ef9f,15dae991-b16a-4e5d-a147-45b8bf46d0cc,2023-03-14 19:35:57,6900.295733695871,e057818b-bb89-4172-b129-9caf16565178,Product/process development scientist,Saint Martin,Salinas PLC,0
1cf5150b-00e3-4fd7-9f93-88e1658d32e3,90dab9d8-bf74-42d2-9089-4e65a4317ffb,2023-03-18 17:10:27,4455.413685281588,24a2ee49-c1a1-441f-afe5-c0cfd343b3e8,Public house manager,Comoros,Larsen PLC,0
383e5d4a-4877-4181-9e27-f0d819939497,3f18490c-6396-42ea-8164-954652af51ab,2023-03-24 21:54:44,2435.378692065825,5dea7c5f-5379-4770-82ce-398832b36cc2,"Therapist, sports",India,Bradley-Thomas,0
17ca5b0d-3bf3-4b49-94f7-a9370b9271f4,c5656775-ab0f-4b01-b54e-afa0e44f7682,2023-03-04 18:13:00,8945.246983354371,8fee84f0-ef39-40f4-87c4-c5d7734dc0b1,Advertising account executive,Spain,Nguyen-Lopez,0
fa3b7ef8-e5a2-47ae-9724-e89ea8e275e9,98fa6157-7bf9-443d-8ced-8bc129786e6f,2023-03-13 08:44:30,2322.6026153432235,801b723b-d4b0-4738-b416-312d097f0f5f,"Therapist, speech and language",Falkland Islands (Malvinas),"Mann, Williams and Dawson",0
c54c9a9b-14c1-4c55-ab0e-d2f50def75bb,ed7b1764-d3c8-4234-a053-f7288bb1548e,2023-03-05 12:20:55,9113.851415955565,0abe8a19-1622-4672-a5da-54fbb6d7ef4a,Art gallery manager,Nepal,Miller and Sons,0
0a25f9ae-14eb-431a-8ca8-cf2eec645159,596e8a24-305a-4f6a-a300-7ba1eaf71772,2023-03-25 08:26:02,5017.3966377952875,7d0c8d75-6858-4a59-a1b2-4ebedbc3181d,"Scientist, biomedical",Isle of Man,Davis-Ramos,0
e3f77e6d-39c0-40fc-9a32-0131779ce7eb,eedace78-6207-4c5e-a950-9c081439caa8,2023-03-19 12:29:31,4560.678448933839,74e41d3e-6057-433e-b254-873ef15e0df8,"Teacher, early years/pre",Saint Barthelemy,"Hernandez, Marquez and Jacobs",0
c69d09a3-ef48-4e64-8efe-5b8c788bf74a,acdee3ff-506c-420d-ab48-84a57bdd68e8,2023-03-24 20:38:00,4806.985036372605,04867174-2970-400a-8346-8cef473ea565,Chief Strategy Officer,Uganda,Johnson Ltd,0
b5c8c977-024c-4b17-9cd8-937c1523e80d,445992a3-6e70-46b1-b2f5-54100da23e1f,2023-03-03 19:52:28,3743.966229174136,50d78dc8-8582-4044-a0f0-b3309e270f9c,"Research officer, political party",Peru,"Cruz, Griffin and Smith",0
3851a2b3-672d-4dcf-aa60-94072e85a621,1a6b9305-a120-4363-b056-90b9a2094aa7,2023-03-17 11:25:39,8852.402244457493,e56266bb-fcce-49b8-ab15-7cf00cd2019d,Video editor,Netherlands,Golden LLC,0
8a9cf2b9-4c73-4657-a456-c15ef7147776,e2f24a3e-6fb8-4937-9521-9b91505b4ca8,2023-03-13 18:09:07,3552.98413644575,9d724788-a279-412e-80cc-48b8b6df5924,Ophthalmologist,Zambia,Rice-Murphy,0
cd4da78f-df09-4ef2-b98c-c808ffec5e3c,3c436147-2ee5-4fa8-83f9-f9c8f8fd673d,2023-03-17 20:44:43,8247.026866180136,9ea519cb-de4a-4834-a429-7b99d03b8833,"Lighting technician, broadcasting/film/video",Bulgaria,Robinson-Campbell,0
5321c56e-5888-4161-b274-1deec55ddb69,ac58eaf0-d310-40c4-98f5-bff6d3d2525d,2023-03-08 15:16:00,1287.3326161713817,0ebe9564-3063-4423-8d86-f398293ac5a7,"Designer, textile",Armenia,Cervantes-Spencer,0
3e408ddd-b30b-469e-9445-d36375cd76ce,b30c6eef-e174-400e-8ab4-458c2ca2da59,2023-03-14 02:34:45,2868.8926976590424,4d2aedf8-dbfe-4b3e-95e3-c1fbb7a2a492,"Restaurant manager, fast food",New Zealand,Norris-Carney,0
c5753ad7-49cb-4eda-865f-4dc5ff2b2df9,140f26c3-22f9-4888-8e4f-6ae61487462d,2023-03-21 17:45:55,4212.95880127804,b0fcddaa-de83-4a81-8eb6-3d677ab9f054,"Engineer, technical sales",New Zealand,"Cuevas, Miller and Franklin",0
1dd21183-8279-42ad-934b-6e952ff0467b,749913f9-7e8e-49b1-8f30-7a119db9e942,2023-03-22 20:13:45,1774.2376763036139,1faf4900-add7-4d50-8715-cbcd6a035530,Volunteer coordinator,Grenada,Duffy and Sons,0
10032f35-df18-4e32-9834-7f68fb7eb12a,c62b1ace-d58e-4d05-ae27-49c0b4fb2fc5,2023-03-21 20:57:16,2665.137292225078,11bd919c-a4c2-44c6-80a0-6d4eeeb727c8,"Engineer, civil (contracting)",French Guiana,Foster PLC,0
a8be35ba-e7bc-40da-9720-434fb3525c05,a45f5c84-ab1f-48cd-9b89-0f6c157e3ce5,2023-03-14 08:09:31,9724.698800641976,12e6a56a-dc74-45cd-8268-d6ea7fb31e85,Press photographer,Dominican Republic,Holder Ltd,0
778f31f3-0c4b-4576-ba1d-3442eb3a9fc6,54d7658b-540f-45b4-9e4b-00ca93d84804,2023-03-15 01:44:18,7553.278586942047,ecac9de3-5bde-4a56-8c93-47d0773b0290,"Education officer, environmental",Eritrea,Ray Group,0
329bc989-59d5-4ec2-8b8e-bfd98c061c4d,f61d3fce-c295-4b7a-8ec1-4bec7fa320c6,2023-03-07 06:19:00,9780.458227058572,731451d5-a365-4ca8-8d43-1ec2b30e207f,"Optician, dispensing",Poland,Rodriguez-Jackson,0
de43a08c-a01e-4585-8ad5-ea03f6e6b549,415fe06a-97c3-4b7c-b535-91c373adbec7,2023-03-26 19:46:36,5893.170198066856,fbd2ab25-4b8c-4f22-887e-178a6ad67211,Fashion designer,Cyprus,"Murray, Caldwell and Wall",0
